39,37,39,42,42,39
39,39,39,39,42,42
42,42,42,40,40,40
40,40,40,40,40,40
40,37,42,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,39,39,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
39,39,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,39,39,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,39,39
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,39
39,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
40,40,40,40,40,40
40,40,40,40,18,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,40,40,40
40,40,40,40,40,40
40,18,39,39,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,39,39,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,40,40
40,40,40,40,40,40
40,40,18,40,40,40
40,40,40,40,40,40
40,39,39,39,39,39
39,40,40,40,40,40
40,40,40,40,40,18
39,39,40,40,40,40
40,40,40,40,40,40
39,39,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,40
40,40,40,40,40,40
40,40,40,18,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,40,40,40,40
40,40,40,40,40,40
18,39,39,39,39,40
40,40,40,40,40,40
40,40,40,39,39,39
39,39,39,39,39,40
40,40,18,40,40,40
40,40,40,40,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,18,40,40,40
40,40,40,40,40,40
40,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,18
40,40,40,40,40,40
40,40,40,40,40,40
40,40,40,40,40,40
40,40,39,39,39,39
39,39,18,40,40,40
40,40,40,40,40,40
40,40,40,40,40,40
40,40,40,40,40,39
39,39,39,39,39,18
40,40,40,40,40,40
40,40,40,40,39,39
40,40,40,40,40,40
40,40,40,40,39,39
39,39,39,39,39,39
20,10,11,26,43,38
3,1,4,25,24,25
3,1,4,8,21,22
22,21,22,8,22,22
16,3,31,7,9,9
9,1,4,21,22,22
21,22,8,22,22,3
31,7,1,9,1,9
1,9,1,14,14,9
1,4,31,7,7,7
3,7,7,7,7,6
1,35,35,9,1,7
3,31,7,6,19,16
14,14,18,40,40,40
40,40,40,40,40,40
40,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,21,22,8,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
22,21,22,8,22,22
21,22,8,22,22,21
22,8,22,22,21,22
8,22,22,21,22,8
22,22,31,7,7,7
7,3,31,7,6,16
9,9,9,1,21,22
22,21,22,8,22,22
21,22,8,22,22,12
21,22,8,22,22,21
22,8,22,22,3,6
30,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,30,4
12,12,12,3,6,30
30,4,3,6,30,30
4,12,12,3,6,12
30,30,4,12,12,12
3,6,12,30,30,4
12,12,12,3,6,12
30,40,40,40,40,40
30,4,21,22,8,40
40,40,40,40,22,22
21,22,8,39,39,39
39,22,22,5,3,31
7,1,5,3,31,7
1,4,4,16,3,31
7,9,9,9,1,4
16,16,9,1,14,16
39,39,16,21,22,22
21,22,8,22,22,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
16,16,16,16,16,16
